generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
47,uci_wine_test/47/20251012-220504,nan,nan,0.9606741573033708,0.2696629213483146,0.8651685393258428,0.956179775280899,47_40,45_99,0.9606741573033708,0.2696629213483146,0.8651685393258428,0.956179775280899,47_40,45_99
48,uci_wine_test/48/20251012-220507,nan,nan,0.9606741573033708,0.33146067415730335,0.848876404494382,0.960112359550562,48_44,45_99,0.9606741573033708,0.33146067415730335,0.848876404494382,0.960112359550562,48_44,45_99
49,uci_wine_test/49/20251012-220509,nan,nan,0.9606741573033708,0.43258426966292135,0.8960674157303372,0.9606741573033709,49_94,45_99,0.9606741573033708,0.43258426966292135,0.8960674157303372,0.9606741573033709,49_94,45_99
50,uci_wine_test/50/20251012-220511,nan,nan,0.9606741573033708,0.2696629213483146,0.8855056179775282,0.9606741573033709,50_55,45_99,0.9606741573033708,0.2696629213483146,0.8855056179775282,0.9606741573033709,50_55,45_99
51,uci_wine_test/51/20251012-220515,nan,nan,0.9606741573033708,0.2752808988764045,0.8700000000000001,0.9606741573033709,51_95,45_99,0.9606741573033708,0.2752808988764045,0.8700000000000001,0.9606741573033709,51_95,45_99
52,uci_wine_test/52/20251012-220517,nan,nan,0.9606741573033708,0.2696629213483146,0.8687078651685394,0.9606741573033709,52_44,45_99,0.9606741573033708,0.2696629213483146,0.8687078651685394,0.9606741573033709,52_44,45_99
53,uci_wine_test/53/20251012-220520,nan,nan,0.9606741573033708,0.38764044943820225,0.8703932584269662,0.9606741573033709,53_11,45_99,0.9606741573033708,0.38764044943820225,0.8703932584269662,0.9606741573033709,53_11,45_99
54,uci_wine_test/54/20251012-220523,nan,nan,0.9606741573033708,0.2696629213483146,0.88061797752809,0.9606741573033709,54_55,45_99,0.9606741573033708,0.2696629213483146,0.88061797752809,0.9606741573033709,54_55,45_99
55,uci_wine_test/55/20251012-220526,nan,nan,0.9606741573033708,0.2696629213483146,0.8324719101123597,0.9606741573033709,55_16,45_99,0.9606741573033708,0.2696629213483146,0.8324719101123597,0.9606741573033709,55_16,45_99
56,uci_wine_test/56/20251012-220528,nan,nan,0.9606741573033708,0.2696629213483146,0.8587078651685396,0.9606741573033709,56_54,45_99,0.9606741573033708,0.2696629213483146,0.8587078651685396,0.9606741573033709,56_54,45_99
57,uci_wine_test/57/20251012-220531,nan,nan,0.9606741573033708,0.2696629213483146,0.9010112359550564,0.9606741573033709,57_36,45_99,0.9606741573033708,0.2696629213483146,0.9010112359550564,0.9606741573033709,57_36,45_99
58,uci_wine_test/58/20251012-220533,nan,nan,0.9606741573033708,0.2696629213483146,0.8626404494382024,0.9606741573033709,58_31,45_99,0.9606741573033708,0.2696629213483146,0.8626404494382024,0.9606741573033709,58_31,45_99
59,uci_wine_test/59/20251012-220536,nan,nan,0.9662921348314607,0.2696629213483146,0.872865168539326,0.9612359550561799,59_55,59_67,0.9662921348314607,0.2696629213483146,0.872865168539326,0.9612359550561799,59_55,59_67
60,uci_wine_test/60/20251012-220539,nan,nan,0.9662921348314607,0.2696629213483146,0.8669101123595508,0.9617977528089888,60_15,59_67,0.9662921348314607,0.2696629213483146,0.8669101123595508,0.9617977528089888,60_15,59_67
61,uci_wine_test/61/20251012-220541,nan,nan,0.9662921348314607,0.2696629213483146,0.8566292134831462,0.9617977528089888,61_84,59_67,0.9662921348314607,0.2696629213483146,0.8566292134831462,0.9617977528089888,61_84,59_67
62,uci_wine_test/62/20251012-220544,nan,nan,0.9662921348314607,0.2696629213483146,0.8760112359550564,0.9617977528089888,62_54,59_67,0.9662921348314607,0.2696629213483146,0.8760112359550564,0.9617977528089888,62_54,59_67
63,uci_wine_test/63/20251012-220547,nan,nan,0.9662921348314607,0.398876404494382,0.8865168539325845,0.9617977528089888,63_52,59_67,0.9662921348314607,0.398876404494382,0.8865168539325845,0.9617977528089888,63_52,59_67
64,uci_wine_test/64/20251012-220550,nan,nan,0.9662921348314607,0.2696629213483146,0.8807865168539327,0.9617977528089888,64_58,59_67,0.9662921348314607,0.2696629213483146,0.8807865168539327,0.9617977528089888,64_58,59_67
65,uci_wine_test/65/20251012-220553,nan,nan,0.9662921348314607,0.39325842696629215,0.8904494382022474,0.9617977528089888,65_76,59_67,0.9662921348314607,0.39325842696629215,0.8904494382022474,0.9617977528089888,65_76,59_67
